name,image,price,short_description,stock,sku,categories,tags,description,additional_information,related_products
Abra,https://scrapeme.live/wp-content/uploads/2018/08/063.png,141.0,"Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.",116 in stock,SKU: 3845,"Pokemon,Psi","abra,Inner Focus,Psi","Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.","[{'info': 'Weight', 'value': '43 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
Primeape,https://scrapeme.live/wp-content/uploads/2018/08/057.png,86.0,"When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.",68 in stock,SKU: 3052,"Pig Monkey,Pokemon","Pig Monkey,primeape,Vital Spirit","When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time.","[{'info': 'Weight', 'value': '70.5 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Poliwrath,https://scrapeme.live/wp-content/uploads/2018/08/062.png,152.0,"Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.",216 in stock,SKU: 1848,"Pokemon,Tadpole","Damp,poliwrath,Tadpole","Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.","[{'info': 'Weight', 'value': '119 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Venusaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png', 'price': '£ 105.00', 'url': 'https://scrapeme.live/shop/Venusaur/'}, {'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}]"
Poliwhirl,https://scrapeme.live/wp-content/uploads/2018/08/061.png,121.0,"The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",139 in stock,SKU: 4447,"Pokemon,Tadpole","Damp,poliwhirl,Tadpole","The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","[{'info': 'Weight', 'value': '44.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}]"
Arcanine,https://scrapeme.live/wp-content/uploads/2018/08/059.png,69.0,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.",14 in stock,SKU: 9267,"Legendary,Pokemon","arcanine,Intimidate,Legendary","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.","[{'info': 'Weight', 'value': '341.7 kg'}, {'info': 'Dimensions', 'value': '6 x 6 x 6 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}]"
Growlithe,https://scrapeme.live/wp-content/uploads/2018/08/058.png,30.0,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",243 in stock,SKU: 1749,"Pokemon,Puppy","growlithe,Intimidate,Puppy","Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.","[{'info': 'Weight', 'value': '41.9 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Mankey,https://scrapeme.live/wp-content/uploads/2018/08/056.png,125.0,"When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",209 in stock,SKU: 5180,"Pig Monkey,Pokemon","mankey,Pig Monkey,Vital Spirit","When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.","[{'info': 'Weight', 'value': '61.7 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Spearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png', 'price': '£ 133.00', 'url': 'https://scrapeme.live/shop/Spearow/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}]"
Golduck,https://scrapeme.live/wp-content/uploads/2018/08/055.png,31.0,"Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",278 in stock,SKU: 8764,"Duck,Pokemon","Damp,Duck,golduck","Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.","[{'info': 'Weight', 'value': '168.9 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Psyduck,https://scrapeme.live/wp-content/uploads/2018/08/054.png,182.0,"If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep.",214 in stock,SKU: 6470,"Duck,Pokemon","Damp,Duck,psyduck","If it uses its mysterious power, Psyduck can’t remember having done so. It apparently can’t form a memory of such an event because it goes into an altered state that is much like deep sleep.","[{'info': 'Weight', 'value': '43.2 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Persian,https://scrapeme.live/wp-content/uploads/2018/08/053.png,200.0,Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.,108 in stock,SKU: 3752,"Classy Cat,Pokemon","Classy Cat,persian,Technician",Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon’s surrounding vicinity. It becomes docile if grabbed by the whiskers.,"[{'info': 'Weight', 'value': '70.5 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Meowth,https://scrapeme.live/wp-content/uploads/2018/08/052.png,131.0,"Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.",203 in stock,SKU: 9594,"Pokemon,Scratch Cat","meowth,Pickup,Scratch Cat","Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","[{'info': 'Weight', 'value': '9.3 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}]"
Dugtrio,https://scrapeme.live/wp-content/uploads/2018/08/051.png,111.0,"Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.",290 in stock,SKU: 7897,"Mole,Pokemon","dugtrio,Mole,Sand Veil","Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly.","[{'info': 'Weight', 'value': '73.4 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Machop,https://scrapeme.live/wp-content/uploads/2018/08/066.png,166.0,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,173 in stock,SKU: 9506,"Pokemon,Superpower","Guts,machop,Superpower",Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,"[{'info': 'Weight', 'value': '43 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}]"
Alakazam,https://scrapeme.live/wp-content/uploads/2018/08/065.png,40.0,"Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.",142 in stock,SKU: 7975,"Pokemon,Psi","alakazam,Inner Focus,Psi","Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.","[{'info': 'Weight', 'value': '105.8 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
Slowpoke,https://scrapeme.live/wp-content/uploads/2018/08/079.png,109.0,"Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.",57 in stock,SKU: 2145,"Dopey,Pokemon","Dopey,Oblivious,slowpoke","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.","[{'info': 'Weight', 'value': '79.4 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}]"
Magneton,https://scrapeme.live/wp-content/uploads/2018/08/082.png,191.0,"Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.",152 in stock,SKU: 5934,"Magnet,Pokemon","Magnet,magneton,Sturdy","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.","[{'info': 'Weight', 'value': '132.3 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Spearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png', 'price': '£ 133.00', 'url': 'https://scrapeme.live/shop/Spearow/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Slowbro,https://scrapeme.live/wp-content/uploads/2018/08/080.png,179.0,"Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.",289 in stock,SKU: 3864,"Hermit Crab,Pokemon","Hermit Crab,Oblivious,slowbro","Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.","[{'info': 'Weight', 'value': '173.1 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}]"
Magnemite,https://scrapeme.live/wp-content/uploads/2018/08/081.png,100.0,Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.,16 in stock,SKU: 1688,"Magnet,Pokemon","magnemite,Magnet,Sturdy",Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted.,"[{'info': 'Weight', 'value': '13.2 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Rapidash,https://scrapeme.live/wp-content/uploads/2018/08/078.png,98.0,"Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.",194 in stock,SKU: 3414,"Fire Horse,Pokemon","Fire Horse,rapidash,Run Away","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.","[{'info': 'Weight', 'value': '209.4 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Ponyta,https://scrapeme.live/wp-content/uploads/2018/08/077.png,53.0,Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,41 in stock,SKU: 3629,"Fire Horse,Pokemon","Fire Horse,ponyta,Run Away",Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,"[{'info': 'Weight', 'value': '66.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Venusaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png', 'price': '£ 105.00', 'url': 'https://scrapeme.live/shop/Venusaur/'}]"
Golem,https://scrapeme.live/wp-content/uploads/2018/08/076.png,103.0,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",151 in stock,SKU: 1408,"Megaton,Pokemon","golem,Megaton,Rock Head","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.","[{'info': 'Weight', 'value': '661.4 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}]"
Graveler,https://scrapeme.live/wp-content/uploads/2018/08/075.png,182.0,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",86 in stock,SKU: 4748,"Pokemon,Rock","graveler,Rock,Rock Head","Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.","[{'info': 'Weight', 'value': '231.5 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}]"
Geodude,https://scrapeme.live/wp-content/uploads/2018/08/074.png,32.0,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",77 in stock,SKU: 1650,"Pokemon,Rock","geodude,Rock,Rock Head","When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.","[{'info': 'Weight', 'value': '44.1 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}]"
Tentacruel,https://scrapeme.live/wp-content/uploads/2018/08/073.png,65.0,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,175 in stock,SKU: 1723,"Jellyfish,Pokemon","Clear Body,Jellyfish,tentacruel",Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,"[{'info': 'Weight', 'value': '121.3 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}]"
Tentacool,https://scrapeme.live/wp-content/uploads/2018/08/072.png,186.0,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,66 in stock,SKU: 1506,"Jellyfish,Pokemon","Clear Body,Jellyfish,tentacool",Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,"[{'info': 'Weight', 'value': '100.3 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
